age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
27,blue-collar,divorced,secondary,no,0,yes,no,359,3,failure,fail
27,technician,single,unknown,no,555,no,no,-1,0,unknown,fail
34,admin.,married,secondary,no,50,yes,no,258,2,failure,fail
35,blue-collar,married,primary,no,305,yes,no,-1,0,unknown,fail
24,services,single,secondary,no,-248,yes,no,-1,0,unknown,fail
30,technician,single,secondary,no,-123,no,yes,-1,0,unknown,fail
32,technician,married,secondary,no,599,no,no,-1,0,unknown,fail
21,student,single,unknown,no,200,no,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,3145,no,no,209,1,other,success
31,admin.,single,secondary,no,391,yes,no,-1,0,unknown,fail
30,technician,single,tertiary,no,0,no,no,-1,0,,fail
36,management,single,tertiary,no,2706,no,no,-1,0,unknown,fail
59,management,single,tertiary,no,266,yes,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
60,management,married,secondary,no,49,no,yes,-1,0,unknown,fail
33,self-employed,married,tertiary,no,3064,no,no,-1,0,unknown,fail
44,technician,married,secondary,no,5163,no,no,-1,0,unknown,fail
38,technician,single,secondary,no,1685,yes,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,1245,yes,no,-1,0,unknown,fail
74,retired,married,secondary,no,9480,no,no,-1,0,unknown,success
37,blue-collar,married,secondary,no,1818,yes,no,-1,0,unknown,fail
42,services,divorced,unknown,no,651,no,no,-1,0,unknown,fail
49,management,married,tertiary,no,934,no,yes,-1,0,unknown,fail
38,services,married,secondary,no,-349,yes,no,328,5,failure,fail
55,self-employed,married,secondary,no,4493,no,no,-1,0,unknown,fail
50,admin.,married,secondary,no,706,yes,no,-1,0,unknown,success
50,services,married,secondary,no,378,no,yes,-1,0,,fail
56,services,divorced,secondary,no,140,no,no,-1,0,unknown,fail
54,blue-collar,divorced,primary,no,215,yes,no,348,5,failure,fail
35,admin.,divorced,secondary,no,-133,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,2944,no,no,-1,0,unknown,success
54,technician,married,secondary,no,1331,yes,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,442,yes,no,326,3,failure,fail
56,blue-collar,married,secondary,no,2190,no,yes,-1,0,unknown,fail
43,admin.,single,secondary,no,2527,yes,no,-1,0,unknown,fail
43,management,divorced,tertiary,no,187,no,no,-1,0,unknown,fail
45,unemployed,single,primary,no,2249,yes,no,-1,0,unknown,fail
41,housemaid,married,primary,no,379,no,yes,-1,0,,fail
26,admin.,single,secondary,no,685,no,no,-1,0,unknown,fail
37,management,married,tertiary,no,1125,yes,no,-1,0,unknown,fail
37,blue-collar,married,primary,no,106,yes,no,392,13,failure,success
36,management,married,tertiary,no,396,no,no,-1,0,unknown,fail
59,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
32,blue-collar,single,primary,no,216,yes,no,351,1,success,fail
35,technician,married,secondary,no,254,no,no,-1,0,unknown,fail
41,management,single,tertiary,no,598,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,5517,yes,no,-1,0,unknown,fail
52,unknown,married,primary,no,247,no,no,-1,0,unknown,fail
52,retired,married,tertiary,no,493,no,no,-1,0,unknown,fail
51,blue-collar,married,secondary,no,362,yes,yes,-1,0,unknown,fail
28,blue-collar,married,secondary,no,597,yes,no,-1,0,unknown,fail
32,services,married,secondary,no,-632,yes,yes,-1,0,unknown,fail
59,retired,married,secondary,no,1723,no,no,-1,0,unknown,fail
60,blue-collar,married,primary,no,5,no,no,95,2,success,success
29,admin.,married,secondary,no,19,no,no,-1,0,unknown,fail
59,management,married,tertiary,no,2319,yes,no,-1,0,unknown,fail
38,admin.,married,secondary,no,1767,yes,no,-1,0,unknown,success
77,retired,married,primary,no,29340,no,no,91,2,other,success
60,technician,married,secondary,no,0,no,no,-1,0,unknown,success
41,technician,married,secondary,no,-274,yes,no,-1,0,unknown,fail
20,student,single,secondary,no,162,no,no,-1,0,unknown,fail
28,blue-collar,married,tertiary,no,335,yes,no,322,3,success,fail
50,management,married,unknown,no,5043,yes,yes,-1,0,unknown,fail
50,admin.,single,secondary,no,692,yes,no,-1,0,unknown,fail
39,technician,divorced,secondary,no,902,yes,no,180,5,failure,success
40,technician,married,secondary,no,351,no,yes,-1,0,unknown,fail
37,technician,married,tertiary,no,7,yes,yes,-1,0,unknown,fail
37,management,single,tertiary,no,695,no,no,-1,0,unknown,fail
36,technician,single,unknown,no,0,yes,no,-1,0,unknown,fail
50,blue-collar,married,secondary,no,2087,yes,no,-1,0,unknown,fail
29,admin.,single,secondary,no,124,no,no,5,2,other,fail
33,unemployed,single,tertiary,no,3805,yes,no,-1,0,unknown,fail
42,housemaid,married,primary,no,14752,no,no,-1,0,unknown,fail
41,self-employed,single,tertiary,no,10346,no,no,182,3,success,fail
56,services,married,unknown,no,616,no,no,-1,0,unknown,fail
49,blue-collar,single,primary,no,3710,yes,no,-1,0,unknown,fail
51,retired,married,primary,no,229,,no,-1,0,unknown,fail
40,management,single,primary,no,1527,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,3340,no,no,-1,0,unknown,success
34,blue-collar,married,secondary,yes,-745,yes,yes,-1,0,unknown,fail
39,technician,single,tertiary,no,139,no,no,79,1,failure,fail
26,blue-collar,single,secondary,no,2,yes,no,-1,0,unknown,fail
44,entrepreneur,married,secondary,no,242,no,yes,-1,0,unknown,fail
44,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
41,management,married,tertiary,no,2487,no,no,97,1,failure,fail
41,admin.,married,secondary,no,16517,no,no,-1,0,unknown,fail
27,student,,tertiary,no,311,no,no,148,4,success,success
58,retired,married,tertiary,no,258,no,yes,-1,0,unknown,fail
37,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
52,admin.,divorced,secondary,no,944,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,264,yes,yes,-1,0,unknown,fail
25,technician,single,secondary,no,-55,yes,yes,-1,0,unknown,fail
50,admin.,divorced,secondary,no,124,yes,yes,289,19,failure,fail
26,unemployed,single,tertiary,no,77,no,no,-1,0,unknown,success
52,management,single,tertiary,no,1205,no,no,-1,0,unknown,fail
39,self-employed,single,tertiary,no,2298,yes,yes,319,18,other,fail
38,admin.,single,secondary,no,902,yes,no,-1,0,unknown,fail
42,management,married,tertiary,no,7,no,no,-1,0,unknown,fail
43,blue-collar,married,primary,yes,0,no,yes,-1,0,unknown,fail
35,admin.,married,secondary,no,1476,no,no,-1,0,unknown,fail
39,management,single,tertiary,no,1092,no,no,-1,0,unknown,fail
31,management,married,tertiary,no,0,yes,no,167,1,failure,fail
45,admin.,married,secondary,no,-261,yes,no,-1,0,unknown,fail
45,unknown,married,unknown,no,19706,yes,no,-1,0,unknown,fail
31,admin.,married,secondary,no,-474,yes,no,-1,0,unknown,fail
41,student,married,secondary,no,1309,no,no,-1,0,unknown,fail
43,management,divorced,tertiary,no,221,yes,no,369,2,failure,fail
58,services,married,secondary,no,1905,no,no,-1,0,unknown,fail
76,retired,married,tertiary,no,0,no,no,-1,0,unknown,fail
40,unemployed,single,tertiary,no,72,no,no,-1,0,unknown,success
46,technician,married,unknown,no,605,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,156,no,no,-1,0,unknown,success
45,blue-collar,married,primary,no,2388,no,no,-1,0,unknown,fail
59,unemployed,married,secondary,no,957,no,no,-1,0,unknown,success
58,unemployed,single,secondary,no,1013,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,3311,yes,no,184,3,other,fail
38,admin.,single,secondary,no,648,yes,no,-1,0,unknown,fail
38,unemployed,married,secondary,no,565,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,233,no,no,-1,0,unknown,fail
36,blue-collar,married,secondary,no,0,yes,no,-1,0,unknown,fail
31,technician,married,secondary,no,0,yes,yes,223,9,other,fail
49,technician,married,secondary,no,1091,no,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,61,yes,no,-1,0,unknown,fail
26,entrepreneur,married,tertiary,no,38,yes,no,294,5,failure,fail
53,management,married,tertiary,no,2578,no,no,-1,0,unknown,fail
30,technician,married,tertiary,no,1045,no,no,-1,0,unknown,fail
33,admin.,married,secondary,no,730,yes,no,-1,0,unknown,fail
35,housemaid,single,tertiary,no,608,yes,yes,-1,0,unknown,fail
29,blue-collar,married,secondary,no,2870,yes,no,-1,0,unknown,success
54,technician,married,primary,no,-1818,yes,no,-1,0,unknown,fail
34,technician,married,tertiary,no,0,no,no,133,1,failure,fail
33,management,single,tertiary,no,0,yes,no,-1,0,unknown,success
55,blue-collar,,primary,no,2102,yes,no,371,1,failure,fail
28,admin.,single,secondary,no,144,no,yes,-1,0,unknown,fail
41,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
36,blue-collar,single,secondary,no,0,no,no,-1,0,unknown,fail
38,technician,single,secondary,no,1255,yes,no,170,4,failure,fail
33,management,married,tertiary,no,4,yes,yes,-1,0,unknown,fail
49,blue-collar,married,primary,no,0,no,no,-1,0,unknown,fail
40,blue-collar,married,primary,,-388,yes,no,340,1,failure,fail
48,entrepreneur,married,secondary,no,86,yes,no,-1,0,unknown,fail
43,admin.,married,unknown,no,350,no,no,-1,0,unknown,fail
37,unemployed,single,tertiary,no,1316,yes,no,112,3,failure,success
48,management,divorced,tertiary,no,148,no,no,-1,0,unknown,fail
52,admin.,married,secondary,no,190,no,no,-1,0,unknown,fail
38,services,divorced,secondary,no,439,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,35,yes,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,1533,yes,no,-1,0,unknown,fail
39,admin.,married,secondary,no,2783,yes,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,59,yes,no,-1,0,unknown,fail
29,unemployed,single,secondary,no,875,no,no,-1,0,unknown,fail
58,retired,married,secondary,no,1463,yes,no,-1,0,unknown,fail
42,housemaid,divorced,secondary,no,314,no,no,-1,0,unknown,fail
53,housemaid,married,secondary,no,637,no,no,-1,0,unknown,fail
42,services,divorced,secondary,no,108,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,1289,no,no,-1,0,unknown,fail
50,technician,single,secondary,no,1811,no,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,671,yes,no,-1,0,unknown,success
48,technician,married,tertiary,no,443,yes,no,-1,0,unknown,fail
25,management,single,tertiary,no,219,no,no,96,1,success,success
30,services,single,secondary,no,495,yes,no,-1,0,unknown,success
34,management,married,tertiary,no,1518,yes,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,143,yes,no,348,1,other,fail
34,management,married,tertiary,no,967,yes,no,-1,0,unknown,fail
45,management,married,tertiary,no,1874,no,no,-1,0,unknown,fail
36,management,married,tertiary,no,-547,yes,no,259,2,failure,fail
65,unemployed,married,secondary,no,3195,no,no,-1,0,unknown,success
27,student,,secondary,no,538,no,no,-1,0,unknown,success
34,management,single,tertiary,no,0,yes,no,-1,0,unknown,fail
29,blue-collar,married,secondary,no,9,yes,no,-1,0,unknown,fail
37,technician,single,secondary,no,228,yes,no,-1,0,unknown,fail
28,admin.,single,secondary,no,579,yes,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,123,yes,no,-1,0,unknown,fail
28,student,married,secondary,no,0,no,no,-1,0,unknown,fail
42,self-employed,married,tertiary,no,1202,no,no,-1,0,unknown,fail
38,self-employed,single,secondary,no,677,yes,no,-1,0,unknown,fail
42,technician,married,secondary,no,162,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,90,yes,no,263,2,failure,fail
45,blue-collar,married,primary,no,866,no,no,-1,0,unknown,fail
40,blue-collar,married,primary,no,46,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,2685,no,yes,-1,0,,fail
49,admin.,divorced,secondary,no,769,no,no,-1,0,unknown,fail
43,blue-collar,single,primary,no,36,yes,no,-1,0,unknown,fail
38,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,1193,yes,no,-1,0,unknown,fail
52,services,married,secondary,no,-888,no,no,-1,0,unknown,fail
40,blue-collar,single,unknown,no,1074,yes,no,-1,0,unknown,fail
42,technician,married,tertiary,no,246,yes,no,-1,0,unknown,fail
43,technician,divorced,tertiary,no,27,no,no,-1,0,unknown,fail
52,management,married,tertiary,no,4173,no,yes,-1,0,unknown,fail
48,entrepreneur,divorced,secondary,no,2,yes,yes,281,4,failure,fail
42,self-employed,married,tertiary,no,10072,no,no,208,1,failure,fail
27,management,single,tertiary,no,828,no,no,-1,0,unknown,fail
37,blue-collar,married,secondary,yes,-399,yes,yes,-1,0,unknown,fail
28,admin.,married,secondary,no,-156,yes,no,-1,0,unknown,fail
44,admin.,married,primary,no,127,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,8339,yes,no,165,5,other,fail
58,housemaid,married,primary,no,258,no,no,-1,0,unknown,fail
47,blue-collar,married,unknown,yes,162,no,no,-1,0,unknown,success
25,blue-collar,married,secondary,no,-76,yes,no,-1,0,unknown,fail
44,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,7134,no,no,-1,0,unknown,fail
43,technician,married,tertiary,no,3530,yes,no,-1,0,unknown,fail
44,blue-collar,single,secondary,no,641,no,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,536,no,no,-1,0,unknown,fail
40,management,single,secondary,no,9916,no,no,8,1,failure,fail
37,management,married,tertiary,no,8821,yes,no,-1,0,unknown,fail
58,retired,married,primary,no,282,yes,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,681,yes,yes,-1,0,unknown,fail
58,technician,married,secondary,no,99,no,no,-1,0,unknown,success
51,blue-collar,married,secondary,no,717,no,no,-1,0,unknown,fail
36,blue-collar,married,secondary,yes,0,no,yes,-1,0,unknown,fail
57,management,married,tertiary,no,2416,no,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,-184,yes,no,-1,0,unknown,fail
50,services,married,secondary,no,26394,no,no,-1,0,unknown,fail
53,self-employed,single,secondary,no,731,no,no,-1,0,unknown,fail
63,retired,divorced,primary,no,109,no,no,-1,0,unknown,success
46,management,married,tertiary,no,51,no,no,-1,0,unknown,fail
33,services,married,secondary,no,114,no,yes,-1,0,unknown,success
30,services,divorced,secondary,no,78,yes,no,-1,0,unknown,fail
33,management,single,secondary,no,-424,yes,no,-1,0,unknown,fail
33,blue-collar,single,secondary,no,5,yes,no,-1,0,unknown,fail
40,unemployed,single,tertiary,no,7968,no,no,93,1,success,success
48,blue-collar,married,primary,no,199,no,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,43,yes,no,358,2,failure,fail
33,admin.,married,tertiary,no,882,no,no,151,3,failure,fail
57,technician,married,secondary,no,2625,no,no,-1,0,unknown,fail
44,admin.,married,secondary,no,14,no,yes,-1,0,unknown,fail
32,technician,divorced,secondary,no,210,yes,yes,-1,0,unknown,fail
53,services,married,secondary,no,1194,no,no,-1,0,unknown,fail
58,self-employed,married,tertiary,no,5810,no,no,-1,0,unknown,success
56,retired,divorced,secondary,no,4,no,no,-1,0,unknown,fail
46,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
38,management,married,tertiary,no,691,yes,yes,-1,0,unknown,fail
31,admin.,married,secondary,no,1661,yes,no,-1,0,unknown,fail
30,entrepreneur,married,secondary,yes,-388,yes,no,293,3,failure,fail
50,technician,married,tertiary,no,199,yes,yes,-1,0,unknown,fail
28,blue-collar,married,secondary,no,723,yes,yes,-1,0,unknown,fail
35,admin.,divorced,secondary,no,0,yes,yes,-1,0,unknown,fail
29,blue-collar,married,secondary,no,246,yes,no,-1,0,unknown,fail
27,management,single,tertiary,no,2559,yes,no,-1,0,unknown,fail
35,blue-collar,single,secondary,no,0,yes,no,280,1,other,fail
24,student,single,secondary,no,1250,no,no,-1,0,unknown,success
39,technician,married,tertiary,no,1524,no,no,-1,0,unknown,success
43,admin.,single,secondary,no,-495,yes,yes,-1,0,unknown,fail
30,entrepreneur,married,primary,no,495,yes,no,-1,0,unknown,fail
34,technician,married,secondary,no,-74,yes,no,347,4,failure,fail
27,admin.,single,secondary,no,0,yes,no,-1,0,unknown,fail
54,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,290,yes,no,291,3,failure,fail
33,management,single,tertiary,no,224,no,no,92,4,success,success
33,admin.,single,secondary,no,206,yes,no,-1,0,unknown,fail
50,self-employed,single,tertiary,no,21,yes,no,188,1,failure,fail
29,blue-collar,married,primary,no,5,yes,yes,-1,0,unknown,fail
36,admin.,single,secondary,no,10041,yes,no,184,1,other,fail
47,blue-collar,married,secondary,no,820,no,no,91,1,success,success
43,management,married,secondary,no,3196,yes,yes,-1,0,unknown,fail
79,retired,divorced,primary,no,2787,no,no,377,1,success,success
41,blue-collar,married,primary,no,875,yes,no,-1,0,unknown,fail
38,services,divorced,secondary,no,8554,yes,no,176,4,other,fail
54,services,divorced,tertiary,no,413,no,no,-1,0,unknown,fail
34,blue-collar,married,primary,no,425,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,502,no,yes,-1,0,unknown,success
37,technician,married,secondary,no,318,no,no,187,2,failure,fail
39,blue-collar,married,secondary,no,62,yes,no,-1,0,unknown,success
41,admin.,married,secondary,no,2,,no,-1,0,unknown,fail
34,technician,single,tertiary,no,144,yes,yes,89,16,failure,fail
54,services,divorced,secondary,no,43,no,yes,-1,0,unknown,fail
34,entrepreneur,single,tertiary,no,1295,yes,no,-1,0,unknown,fail
,blue-collar,married,primary,no,362,no,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,776,no,yes,-1,0,unknown,fail
35,technician,married,tertiary,no,202,no,no,-1,0,unknown,fail
30,technician,married,tertiary,no,-256,yes,no,-1,0,unknown,fail
31,technician,married,secondary,no,0,yes,yes,-1,0,unknown,fail
51,blue-collar,married,primary,no,610,yes,yes,-1,0,unknown,fail
56,entrepreneur,married,unknown,no,88,yes,no,-1,0,unknown,fail
39,admin.,married,primary,no,237,no,no,-1,0,unknown,fail
41,technician,married,secondary,no,1297,no,no,-1,0,unknown,fail
43,entrepreneur,married,secondary,no,1109,yes,no,-1,0,unknown,fail
66,retired,married,tertiary,no,2820,no,no,-1,0,unknown,fail
,blue-collar,married,secondary,no,0,yes,no,-1,0,unknown,fail
